"Date","Site","TP.ugL","SRP.ugL","DP.ugL","PP.ugL","DOP.ugL","TN.mgL","NOx.mgL","NH4.mgL","DIN.mgL","SolN.mgL","Urea.mgL","DON.mgL","TON.mgL","TKN.mgL","TOC.mgL","SolOC.mgL","Cond","DO.per","Colour_PCU","Turb.NTU","Secchi_cm","Temp.C","pH","Phyco.ugL","TChl.ugL","TN_TP","DIN_SRP"
2018-08-14,"In_Lake",650,71,101,549,30,6.5,0.0094813245,0.002,0.2314813245,1.18,0.22,1.18,6.49,6.492,55,NA,170,49.8,214,19,16,26.23,8.34,0.771,9.747,22.1135328092984,7.20967586488817
2018-08-21,"In_Lake",429,NA,182,247,NA,3.53,NA,NA,NA,1.02,0.11,NA,NA,NA,NA,NA,161,67.4,90,1,29,23.21,6.82,0.306,6.111,18.1959838733854,NA
2018-08-28,"In_Lake",540,84,123,417,39,5.3348322075,0.022548008,NA,NA,0.13,0.14,NA,NA,5.3122841995,120,NA,156,80.9,15,1,39,24.21,6.81,0.442,10.4,21.8466642690098,NA
2018-09-04,"In_Lake",742,31,72,670,41,21.1139989836,0.0619871525,0.013,1.1349871525,0.45,1.06,0.45,21.0390118311,21.0520118311,330,NA,169,47.5,7.5,1,20,22.92,6.38,0.066,4.289,62.9252168813116,80.9631472094869
2018-09-11,"In_Lake",349,NA,109,240,NA,3.2166060621,0.1033055915,0.343,0.5463055915,0.15,0.1,0.15,2.7703004706,3.1133004706,18.1,16.4,170,62.7,7.5,1,37,18.35,7.3,0.176,9.975,20.3812388793228,NA
2018-09-18,"In_Lake",378,36,75,303,39,3.7630603368,0.0722596055,0.085,0.2872596055,0.12,0.13,0.12,3.6058007313,3.6908007313,19.5,20.2,171,81.8,50,7,76,21.86,6.72,0.247,8.514,22.0144333918509,17.6453464194732
2018-09-25,"In_Lake",167,57,99,68,42,1.849043634,0.168280014,0.248,0.431280014,0.13,0.015,0.13,1.43276362,1.68076362,19.3,16.8,88,68.3,7.5,1,91,14.85,7.18,0.016,2.714,24.4843635127445,16.7317977887433
2018-10-02,"In_Lake",129,43,74,55,31,1.41132,0.203,0.1375,0.3555,0.1,0.015,0.1,1.07082,1.20832,10.7,10.8,96,53.4,7.5,1,120,14.26,7.35,0.017,2.632,24.1932334297822,18.2822346830362
2018-10-09,"In_Lake",72,25,51,21,26,1.18332,0.2055,0.093,0.3135,0.06,0.015,0.06,0.88482,0.97782,12.1,10.5,106,54.9,7.5,1,120,12.56,7.65,0.007,1.977,36.3435911720819,27.7303701428602
2018-10-16,"In_Lake",89,23,47,42,24,1.46262,0.3935,0.0845,0.493,0.13,0.015,0.13,0.98462,1.06912,10.6,10.7,88,99,7.5,1,120,8.95,6.82,0.007,2.767,36.3412307388045,47.399876847757
2018-10-23,"In_Lake",61,10,30,31,20,1.22322,0.3045,7e-04,0.3202,0.11,0.015,0.11,0.91802,0.91872,10.2,9.6,94,92.3,7.5,1,120,5.56,6.42,0.021,4.453,44.3437960704754,70.8075320553735
2018-10-30,"In_Lake",77,15,38,39,23,0.985,0.13,0.016,0.161,0.75,0.015,0.75,0.838,0.854,10.7,10.4,109,98.4,7.5,1,120,4.37,6.38,0.032,5.209,28.288090671635,23.7351918819803
2018-11-06,"In_Lake",90,15,46,44,31,1.426,0.255,0.013,0.283,1.1,0.015,1.1,1.158,1.171,10.5,10.5,91,88.4,7.5,1,120,4.75,6.38,0.037,7.032,35.0376642067328,41.720865233543
2018-11-13,"In_Lake",169,27,100,69,73,2.365,0.192,0.052,0.259,1.24,0.015,1.24,2.122,2.174,10.5,11,95,97,7.5,1,NA,1.59,6.94,0.174,28.18,30.9458610023614,21.2126111022529
2019-04-30,"In_Lake",85,9,21,64,12,0.83,0.265,0.034,0.339,0.06,0.04,0.06,0.531,0.565,8.2,8.1,82,150.2,120,1,NA,4.28,6.97,0.009,3.502,21.5932143902561,83.294306915024
2019-05-07,"In_Lake",54,7,17,37,10,0.67,0.166,0.021,0.227,0.06,0.04,0.06,0.483,0.504,8.4,8.1,67,98.2,70,1,104,12.63,6.03,0.01,3.159,27.4371610782036,71.7110278244391
2019-05-14,"In_Lake",68,12,21,47,9,0.84,0.092,0.038,0.18,0.05,0.05,0.05,0.71,0.748,9.4,8.9,80,92.4,7.5,1,52,11.93,6.45,0.023,8.788,27.3167169997216,33.1702992139476
2019-05-21,"In_Lake",72,5,16,56,11,0.64,0.017,0.00547,0.03747,0.42,0.015,0.42,0.61753,0.623,7.8,7.6,72,85,107,11,51,14.21,6.58,0.02,4.386,19.6564736082653,16.5718814872882
2019-05-28,"In_Lake",71,4,14,57,10,0.6,0.019,0.00761,0.04161,0.42,0.015,0.42,0.57339,0.581,9.1,8.2,72,83.2,83,7,40,15.8,6.63,0.027,5.425,18.6874925149001,23.0036025048727
2019-06-04,"In_Lake",60,5,18,42,13,0.71,0.041,0.00536,0.06136,0.47,0.015,0.47,0.66364,0.669,9.1,8.6,74,79.2,33,3,50,15.79,6.42,0.021,3.898,26.1676804910031,27.137727463571
2019-06-11,"In_Lake",60,5,14,46,9,0.85,0.013,0.00462,0.03262,0.51,0.015,0.51,0.83238,0.837,9.7,9.1,78,86.7,7.5,8,47,21.44,6.25,0.036,4.949,31.3275048131727,14.4268688047863
2019-06-18,"In_Lake",134,9,17,117,8,3.1,0.023,0.007,0.045,0.64,0.015,0.64,3.07,3.077,NA,10.5,79,88.2,106,11,10,20.64,6.38,0.272,4.929,51.1581729170336,11.0567664046492
2019-06-19,"In_Lake",98,5,23,75,18,2.222,NA,0.011,NA,0.7,0.015,NA,2.211,2.222,NA,NA,107,86.9,NA,NA,20,21.54,6.34,NA,NA,50.1390509206746,NA
2019-06-20,"In_Lake",64,5,18,46,13,1.26,0.002,0.011,0.028,0.53,0.015,0.53,1.247,1.258,NA,NA,99,78.9,NA,NA,28,22.54,NA,NA,NA,43.5360177183062,12.3835783732071
2019-06-21,"In_Lake",89,7,18,71,11,1.61,0.031,0.018,0.064,0.72,0.015,0.72,1.561,1.579,NA,NA,109,84.4,NA,NA,39,20.79,NA,NA,NA,40.00313238536,20.21808713993
2019-06-22,"In_Lake",73,20,52,21,32,1.46,0.105,0.031,0.151,1.16,0.015,1.16,1.324,1.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2270656185968,16.6957172710203
2019-06-23,"In_Lake",95,16,34,61,18,1.18,0.067,0.015,0.097,0.97,0.015,0.97,1.098,1.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4673354894443,13.4063292656372
2019-06-24,"In_Lake",85,8,22,63,14,1.32,0.028,NA,NA,0.63,0.015,NA,NA,1.292,NA,NA,145,67.3,NA,NA,39,20.98,7.15,NA,NA,34.3410156567928,NA
2019-06-25,"In_Lake",86,8,22,64,14,1.3,0.005,NA,NA,0.57,0.015,NA,NA,1.295,12.9,10.8,121,73.5,98,3,40,21.5,7.01,0.079,3.079,33.4274333163813,NA
2019-06-26,"In_Lake",376,12,28,348,16,5.15,NA,0.004,NA,0.73,0.12,NA,5.146,5.15,NA,NA,95,56.1,NA,NA,11,21.87,7.05,NA,NA,30.2884824382678,NA
2019-06-27,"In_Lake",73,9,22,51,13,1.05,0.002,0.009,0.026,0.65,0.015,0.65,1.039,1.048,NA,NA,83,57.6,NA,NA,60,22.74,6.82,NA,NA,31.8071362325525,6.38835392268621
2019-06-28,"In_Lake",78,8,22,56,14,1.56,0.002,0.029,0.046,0.72,0.015,0.72,1.529,1.558,NA,NA,165,53,NA,NA,35,24.17,NA,NA,NA,44.2270656185968,12.7152813653466
2019-06-29,"In_Lake",167,19,75,92,56,2.29,0.006,0.342,0.363,1.52,0.015,1.52,1.942,2.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3233473852056,42.2484863672385
2019-06-30,"In_Lake",215,9,24,191,15,2.8,0.135,0.13,0.28,0.91,0.015,0.91,2.535,2.665,NA,NA,151,34.7,NA,NA,71,22.88,6.76,NA,NA,28.7990194725747,68.7976576289284
2019-07-01,"In_Lake",65,12,27,38,15,1.11,0.097,0.17,0.282,0.93,0.015,0.93,0.843,1.013,NA,NA,164,37.6,NA,NA,101,22.87,6.67,NA,NA,37.7631098743404,51.9668021018513
2019-07-02,"In_Lake",109,9,27,82,18,1.53,0.117,0.1,0.232,0.87,0.015,0.87,1.313,1.413,11.3,10.7,168,57.6,50,1,71,23.28,6.62,0.101,3.119,31.0400965121345,57.0037734639692
2019-07-03,"In_Lake",107,8,29,78,21,1.38,0.07,0.032,0.117,0.72,0.015,0.72,1.278,1.31,NA,NA,159,48.8,NA,NA,91,24.37,6.84,NA,NA,28.5202572680671,32.3410417335989
2019-07-04,"In_Lake",62,7,29,33,22,0.9,0.02,0.009,0.044,0.67,0.015,0.67,0.871,0.88,NA,NA,161,59.3,NA,NA,92,24.98,6.98,NA,NA,32.1002895618848,13.8999349087019
2019-07-05,"In_Lake",243,5,22,221,17,2.79,NA,0.007,NA,0.65,0.015,NA,2.783,2.79,NA,NA,163,67.6,NA,NA,97,26.32,6.7,NA,NA,25.3896117440093,NA
2019-07-06,"In_Lake",105,6,22,83,16,1.23,NA,0.013,NA,0.62,0.015,NA,1.217,1.23,NA,NA,165,55.9,NA,NA,66,26.28,6.72,NA,NA,25.9044241480353,NA
2019-07-07,"In_Lake",94,13,35,59,22,0.91,NA,0.01,NA,0.53,0.015,NA,0.9,0.91,NA,NA,166,58,NA,NA,67,24.59,6.79,NA,NA,21.4077817621931,NA
2019-07-08,"In_Lake",114,9,28,86,19,1.01,NA,0.008,NA,0.55,0.015,NA,1.002,1.01,NA,NA,168,53.2,NA,NA,72,25.15,6.68,NA,NA,19.5918141556065,NA
2019-07-09,"In_Lake",97,10,27,70,17,0.94,0.006,0.00421,0.02521,0.56,0.015,0.56,0.92979,0.934,9.6,9.5,163,63.4,69,1,79,24.12,6.74,0.016,5.143,21.4296091141655,5.57482162122413
2019-07-10,"In_Lake",81,12,30,51,18,0.76,NA,0.008,NA,0.51,0.015,NA,0.752,0.76,NA,NA,164,46,NA,NA,79,24.41,6.67,NA,NA,20.7484999198355,NA
2019-07-11,"In_Lake",70,15,26,44,11,0.8,NA,0.008,NA,0.56,0.015,NA,0.792,0.8,NA,NA,166,51.6,NA,NA,89,25.43,6.76,NA,NA,25.2726089249125,NA
2019-07-12,"In_Lake",183,6,23,160,17,1.57,NA,0.006,NA,0.5,0.015,NA,1.564,1.57,NA,NA,165,47.2,NA,NA,75,24.23,6.75,NA,NA,18.9717194046986,NA
2019-07-13,"In_Lake",86,12,32,54,20,0.71,NA,0.01,NA,0.5,0.015,NA,0.7,0.71,NA,NA,168,44.5,NA,NA,80,24.53,6.72,NA,NA,18.2565212727929,NA
2019-07-14,"In_Lake",90,13,34,56,21,0.62,NA,0.012,NA,0.48,0.015,NA,0.608,0.62,NA,NA,167,43.4,NA,NA,82,24.5,6.71,NA,NA,15.2337670464056,NA
2019-07-15,"In_Lake",78,15,39,39,24,0.76,NA,0.009,NA,0.52,0.015,NA,0.751,0.76,NA,NA,168,48.1,NA,NA,87,23.78,6.7,NA,NA,21.5465191475215,NA
2019-07-16,"In_Lake",81,9,26,55,17,0.77,0.022,0.00323,0.04023,0.57,0.015,0.57,0.74477,0.748,10.4,9.3,167,44.8,17,1,78,24.27,6.66,0.012,3.136,21.0215064977281,9.88474916575639
2019-07-17,"In_Lake",80,12,34,46,22,0.67,0.003,0.018,0.036,0.52,0.015,0.52,0.649,0.667,NA,NA,173,45,NA,NA,103,24.1,6.77,NA,NA,18.5200837277874,6.63405984278952
2019-07-18,"In_Lake",81,11,30,51,19,0.82,NA,0.00383,NA,0.52,0.015,NA,0.81617,0.82,NA,NA,170,38.2,NA,NA,81,23.92,6.75,NA,NA,22.386539387191,NA
2019-07-19,"In_Lake",69,8,24,45,16,0.75,NA,0.012,NA,0.53,0.015,NA,0.738,0.75,NA,NA,170,46.4,NA,NA,85,24.16,6.7,NA,NA,24.0364487057591,NA
2019-07-20,"In_Lake",76,6,23,53,17,0.81,NA,0.0058,NA,0.51,0.015,NA,0.8042,0.81,NA,NA,170,53.7,NA,NA,62,26.33,6.8,NA,NA,23.5683704941207,NA
2019-07-21,"In_Lake",216,8,23,193,15,1.79,0.011,0.007,0.033,0.56,0.015,0.56,1.772,1.779,NA,NA,168,51.8,NA,NA,85,26.08,6.8,NA,NA,18.325566541039,9.12183228383559
2019-07-22,"In_Lake",97,12,28,69,16,0.78,NA,0.007,NA,0.54,0.015,NA,0.773,0.78,NA,NA,168,50.4,NA,NA,70,25.63,6.7,NA,NA,17.7820160734565,NA
2019-07-23,"In_Lake",316,8,22,294,14,3.13,0.013,0.007,0.035,0.5,0.015,0.5,3.11,3.117,150,9.9,170,42.5,131,3,46,24.88,7,0.228,7.961,21.9035942066785,9.67467060406806
2019-07-24,"In_Lake",106,11,26,80,15,0.83,NA,0.01,NA,0.49,0.015,NA,0.82,0.83,NA,NA,169,38.5,NA,NA,40,24.43,6.8,NA,NA,17.3153134261488,NA
2019-07-25,"In_Lake",345,6,18,327,12,2.98,NA,0.014,NA,0.57,0.015,NA,2.966,2.98,NA,NA,168,50.6,NA,NA,36,24.27,7.3,NA,NA,19.1009645715099,NA
2019-07-26,"In_Lake",68,5,17,51,12,0.68,NA,0.007,NA,0.48,0.015,NA,0.673,0.68,NA,NA,169,69.3,NA,NA,49,25.77,7.3,NA,NA,22.1135328092984,NA
2019-07-27,"In_Lake",80,6,17,63,11,0.86,NA,0.00337,NA,0.55,0.015,NA,0.85663,0.86,NA,NA,169,64.5,NA,NA,55,26.3,7.2,NA,NA,23.7720477699958,NA
2019-07-28,"In_Lake",87,6,18,69,12,0.89,NA,0.009,NA,0.55,0.015,NA,0.881,0.89,NA,NA,170,67.3,NA,NA,45,25.57,7,NA,NA,22.6218898853742,NA
2019-07-29,"In_Lake",96,7,17,79,10,0.97,NA,0.00364,NA,0.58,0.015,NA,0.96636,0.97,NA,NA,173,63.2,NA,NA,48,26,7.1,NA,NA,22.3438821093953,NA
2019-07-30,"In_Lake",85,NA,16,69,NA,1.06,NA,0.00524,NA,0.55,0.015,NA,1.05476,1.06,10.8,9.6,169,68.4,72,1,41,25.75,6.9,0.048,6.284,27.5768762092427,NA
2019-07-31,"In_Lake",122,NA,15,107,NA,1.05,NA,0.0027,NA,0.47,0.015,NA,1.0473,1.05,NA,NA,174,79.8,NA,NA,40,26.05,7.1,NA,NA,19.0321388932486,NA
2019-08-01,"In_Lake",149,10,21,128,11,1.38,0.012,0.008,0.035,0.58,0.015,0.58,1.36,1.368,NA,NA,179,77.8,NA,NA,31,25.55,7.2,NA,NA,20.4809901186791,7.73973648325444
2019-08-02,"In_Lake",141,8,18,123,10,1.39,NA,0.01,NA,0.55,0.015,NA,1.38,1.39,NA,NA,169,77.9,NA,NA,28,25.88,7.2,NA,NA,21.7998656772516,NA
2019-08-03,"In_Lake",157,7,18,139,11,1.79,NA,0.00269,NA,0.56,0.015,NA,1.78731,1.79,NA,NA,170,86.4,NA,NA,20,25.97,7.2,NA,NA,25.2122444131491,NA
2019-08-04,"In_Lake",152,6,17,135,11,1.88,NA,0.01,NA,0.6,0.015,NA,1.87,1.88,NA,NA,169,84.2,NA,NA,22,24.78,7,NA,NA,27.3509484746586,NA
2019-08-05,"In_Lake",134,5,17,117,12,1.72,NA,0.009,NA,0.61,0.015,NA,1.711,1.72,NA,NA,169,71.2,NA,NA,25,24,6.8,NA,NA,28.3845346507412,NA
2019-08-06,"In_Lake",193,6,18,175,12,2.4,NA,0.007,NA,0.71,0.015,NA,2.393,2.4,14.3,11,167,79.8,7.5,7,17,24.45,6.8,0.341,9.229,27.4986936488685,NA
2019-08-07,"In_Lake",580,6,45,535,39,5.31,NA,0.028,NA,0.79,0.015,NA,5.282,5.31,NA,NA,166,82.8,NA,NA,9,24.58,7,NA,NA,20.2453205547197,NA
2019-08-08,"In_Lake",125,8,19,106,11,1.34,NA,0.008,NA,0.56,0.015,NA,1.332,1.34,NA,NA,167,77.9,NA,NA,31,24.56,7,NA,NA,23.7057071715679,NA
2019-08-09,"In_Lake",156,12,19,137,7,1.94,NA,0.034,NA,0.6,0.015,NA,1.906,1.94,NA,NA,167,87.8,NA,NA,24,24.1,7.1,NA,NA,27.5001625961788,NA
2019-08-10,"In_Lake",143,12,16,127,4,1.9,NA,0.043,NA,0.58,0.015,NA,1.857,1.9,NA,NA,171,82.7,NA,NA,23,22.87,7.1,NA,NA,29.3816170193475,NA
2019-08-11,"In_Lake",143,13,18,125,5,1.82,NA,0.021,NA,0.6,0.015,NA,1.799,1.82,NA,NA,163,93.5,NA,NA,24,22.08,7.2,NA,NA,28.1444963027434,NA
2019-08-12,"In_Lake",288,17,19,269,2,2.34,NA,0.031,NA,0.62,0.015,NA,2.309,2.34,NA,NA,163,83.7,NA,NA,24,21.59,6.7,NA,NA,17.967245407555,NA
2019-08-13,"In_Lake",1100,4.5,NA,NA,NA,16.29,NA,0.008,NA,NA,0.015,NA,16.282,16.29,12.6,10.5,162,91.2,7.5,10,21,22.57,6.8,0.49,7.135,32.7481317694065,NA
2019-08-14,"In_Lake",124,NA,19,105,NA,1.8,NA,0.01,NA,0.58,0.015,NA,1.79,1.8,NA,NA,157,125.8,NA,NA,24,22.92,6.8,NA,NA,32.1002895618848,NA
2019-08-15,"In_Lake",187,6,22,165,16,2.22,NA,0.019,NA,0.75,0.015,NA,2.201,2.22,NA,NA,161,66,NA,NA,22,22.71,7.2,NA,NA,26.2524293244077,NA
2019-08-16,"In_Lake",105,5,23,82,18,1.56,0.004,0.008,0.027,0.58,0.015,0.58,1.548,1.556,NA,NA,160,75.4,NA,NA,35,22.56,7.3,NA,NA,32.8543916023862,11.9413077170211
2019-08-17,"In_Lake",80,5,21,59,16,1.25,NA,0.005,NA,0.59,0.015,NA,1.245,1.25,NA,NA,160,109.4,NA,NA,35,23,7.3,NA,NA,34.5523950145288,NA
2019-08-18,"In_Lake",428,6,25,403,19,5.98,NA,0.025,NA,0.78,0.13,NA,5.955,5.98,NA,NA,161,131.1,NA,NA,11,22.83,7,NA,NA,30.8969453737394,NA
2019-08-19,"In_Lake",95,5,22,73,17,1.28,NA,NA,NA,0.61,0.015,NA,NA,1.28,NA,NA,162,NA,NA,NA,39,23.53,7,NA,NA,29.79507578516,NA
2019-08-20,"In_Lake",140,35,45,95,10,1.14,0.003,0.012,0.03,0.67,0.015,0.67,1.125,1.137,11.2,10.6,164,89.7,7.5,1,28,24.23,7.1,0.053,3.395,18.0067338590001,1.89544566936843
2019-08-27,"In_Lake",177,10,23,154,13,1.62,NA,0.014,NA,0.49,0.015,NA,1.606,1.62,13.7,11.4,161,74.4,116,1,20,22.26,7,0.133,3.35,20.2395046051206,NA
2019-09-03,"In_Lake",321,9,23,298,14,2.8,0.002,0.005,0.022,0.63,0.015,0.63,2.793,2.798,95,10.2,165,80.3,197,5,18,19.08,6.8,0.248,6.713,19.2890628866154,5.40553024227294
2019-09-10,"In_Lake",213,4,16,197,12,2.2,0.006,0.003,0.024,0.62,0.015,0.62,2.191,2.194,12.5,10.5,167,89.4,108,11,19,18.03,6.9,0.182,7.008,22.8402686293223,13.268119685579
2019-09-17,"In_Lake",213,4,12,201,8,2.27,0.006,0.031,0.052,0.6,0.015,0.6,2.233,2.264,15.6,10.4,98,96.6,120,3,19,15.99,6.9,0.21,5.929,23.5670044493462,28.7475926520879
2019-09-24,"In_Lake",96,4,11,85,7,1.61,NA,0.003,NA,0.54,0.015,NA,1.607,1.61,NA,NA,166,112.4,85,1,29,18.69,6.7,0.097,3.65,37.0862373155942,NA
2019-10-01,"In_Lake",136,4,12,124,8,1.4,NA,NA,NA,0.55,0.015,NA,NA,1.4,13.2,10.5,165,105.7,101,1,26,14.66,6.9,0.137,5.134,22.7639308331013,NA
2019-10-08,"In_Lake",110,2,13,97,11,1.28,0.009,NA,NA,0.56,0.015,NA,NA,1.271,11.4,10,93,107,105,10,25,11.49,6.7,0.076,5.432,25.7321109053654,NA
2019-10-15,"In_Lake",101,2,14,87,12,0.97,0.001,0.005,0.021,0.51,0.015,0.51,0.964,0.969,11.2,10.4,172,113.4,60,1,35,11.89,7,0.04,4.465,21.2377493317024,23.2192094497633
2019-10-22,"In_Lake",159,3,16,143,13,1.64,0.005,0.007,0.027,0.53,0.015,0.53,1.628,1.635,13.1,11.9,87,119.2,89,9,35,8.77,6.7,0.073,5.549,22.8089269227984,19.9021795283686
2019-10-29,"In_Lake",104,5,14,90,9,1.07,0.066,0.004,0.085,0.57,0.015,0.57,1,1.004,11.1,10.5,92,NA,108,11,34,8.16,6.7,0.034,8.21,22.7514231787974,37.5930057758073
2019-11-12,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA
2019-11-19,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA
2019-11-26,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA
2019-12-10,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA
2019-12-17,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA
2019-12-23,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA
2019-12-31,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA
2020-01-07,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA
2020-01-14,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA
2020-01-21,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA
2020-01-28,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA
2020-02-04,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA
2020-02-18,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA
2020-02-25,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA
2020-03-03,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA
2020-03-10,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA
2020-03-17,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
2020-03-24,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA
2020-03-31,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA
2020-04-07,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA
2020-04-14,"In_Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA
2020-04-21,"In_Lake",74,4,12,62,8,0.63,0.014,0.007,0.036,0.33,0.015,0.33,0.613,0.62,7.6,7.5,122,133.9,57,1,39,7.18,6.7,0.018,8.141,18.8263860403486,19.9021795283686
2020-04-28,"In_Lake",73,3,10,63,7,0.56,0.001,0.002,0.018,0.31,0.015,0.31,0.558,0.56,7.8,7.7,131,123.2,43,1,33,7.63,6.7,0.02,10.06,16.9638059906947,13.268119685579
2020-05-05,"In_Lake",78,0.35,9,69,8.65,0.68,0.058,0.002,0.1,0.38,0.04,0.38,0.628,0.63,7.5,7.9,135,113.2,58,1,38,10.05,6.8,0.019,5.561,19.278464500414,631.815223122812
2020-05-12,"In_Lake",98,0.35,9,89,8.65,0.71,2e-04,7e-04,0.0159,0.31,0.015,0.31,NA,NA,7.3,7.8,140,112.9,96,4,33,8.73,6.7,0.02,4.605,16.0210288720427,100.458620476527
2020-05-19,"In_Lake",87,1,9,78,8,0.75,0.001,0.004,0.02,0.34,0.015,0.34,0.746,0.75,7.4,6.9,145,109.9,56,2,35,14.68,6.7,0.022,4.2,19.0633903528435,44.2270656185968
2020-05-26,"In_Lake",152,1,9,143,8,2.02,0.008,0.003,0.041,0.41,0.03,0.41,2.017,2.02,11.2,7.6,151,108.7,141,13,14,19.81,7,0.198,5.164,29.3877212334097,90.6654845181235
2020-06-02,"In_Lake",157,4,13,144,9,1.25,0.002,0.005,0.097,0.37,0.09,0.37,1.245,1.25,7.8,7.5,156,94,115,13,23,17.09,6.7,0.173,4.219,17.6063159309701,53.6253170625486
2020-06-09,"In_Lake",186,4,16,170,12,1.11,0.019,0.007,0.106,0.46,0.08,0.46,1.083,1.09,8.9,8.2,162,99.8,95,2,21,19.79,6.7,0.179,5.012,13.1967857087749,58.6008619446408
2020-06-16,"In_Lake",220,5,11,209,6,2.7,0.017,0.022,0.129,0.71,0.09,0.71,2.658,2.68,12.9,10.1,165,104,148,5,14,19.39,6.9,0.461,5.306,27.1393357205026,57.0529146479899
2020-06-23,"In_Lake",77,7,21,56,14,1.5,0.016,0.057,0.143,0.65,0.07,0.65,1.423,1.48,11.5,11.5,174,98.7,59,5,43,27.94,7.3,0.052,3.019,43.0783106674644,45.174788453281
2020-06-30,"In_Lake",126,12,42,84,30,1.64,0.061,0.124,0.235,0.91,0.05,0.91,1.456,1.58,11,11.2,178,38.8,21,1,75,22.41,6.9,0.04,6.273,28.782693497817,43.3056684182094
2020-07-07,"In_Lake",156,8,42,114,34,2.15,0.065,0.006,0.131,0.94,0.06,0.94,2.074,2.08,13,12,174,68.5,7.5,7,31,25.39,7.1,0.182,7.245,30.4769843205074,36.2109099752261
2020-07-14,"In_Lake",118,3,29,89,26,2.02,0.05,0.008,0.073,0.93,0.015,0.93,1.962,1.97,13.5,11.4,175,74.8,7.5,1,32,25.99,7.4,0.204,5.418,37.8553697243922,53.8095965026261
2020-07-21,"In_Lake",172,6,29,143,23,3.2,0.052,0.005,0.072,1.1,0.015,1.1,3.135,3.14,14.4,13,179,89.5,7.5,1,30,25.51,7.5,0.259,5.869,41.1414563893924,26.5362393711581
